Helység;jogállása;Megye ;megye székhely;Terület  (hektár);Lakó-népesség;Lakások száma
Vitnyéd;község;Győr-Moson-Sopron;Kapuvár;3224;1300;524
Vízvár;község;Somogy;Barcs;3224;541;339
Vizslás;község;Nógrád;Salgótarján;1015;1316;556
Vizsoly;község;Borsod-Abaúj-Zemplén;Gönc;1841;830;328
Vokány;község;Baranya;Siklós;1709;854;350
Vonyarcvashegy;nagyközség;Zala;Keszthely;1429;2172;1016
Vöckönd;község;Zala;Zalaegerszeg;280;99;47
Völcsej;község;Győr-Moson-Sopron;Sopron;931;371;169
Vönöck;község;Vas;Celldömölk;1760;728;337
Vöröstó;község;Veszprém;Veszprém;619;81;54
Vörs;község;Somogy;Marcali;2265;479;279
Zabar;község;Nógrád;Salgótarján;1817;428;245
Zádor;község;Baranya;Szigetvár;1523;317;136
Zádorfalva;község;Borsod-Abaúj-Zemplén;Putnok;1375;459;163
Zagyvarékas;község;Jász-Nagykun-Szolnok;Szolnok;3171;3384;1500
Zagyvaszántó;község;Heves;Hatvan;951;1985;788
Záhony;város;Szabolcs-Szatmár-Bereg;Záhony;693;4156;1815
Zajk;község;Zala;Letenye;1239;230;93
Zajta;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;916;427;161
Zákány;község;Somogy;Csurgó;869;1068;572
Zákányfalu;község;Somogy;Csurgó;709;529;238
Zákányszék;község;Csongrád;Mórahalom;6601;2699;1434
Zala;község;Somogy;Tab;924;245;123
Zalaapáti;község;Zala;Keszthely;2342;1671;604
Zalabaksa;község;Zala;Lenti;1610;694;279
Zalabér;község;Zala;Zalaszentgrót;1278;704;327
Zalaboldogfa;község;Zala;Zalaegerszeg;1147;324;137
Zalacsány;község;Zala;Keszthely;1606;926;391
Zalacséb;község;Zala;Zalaegerszeg;963;486;194
Zalaegerszeg;megyeszékhely, megyei jogú város;Zala;Zalaegerszeg;10241;58959;25973
Zalaerdőd;község;Veszprém;Sümeg;1768;232;166
Zalagyömörő;község;Veszprém;Sümeg;1111;450;195
Zalahaláp;község;Veszprém;Tapolca;2414;1204;431
Zalaháshágy;község;Zala;Zalaegerszeg;1213;365;168
Zalaigrice;község;Zala;Zalaegerszeg;774;111;64
Zalaistvánd;község;Zala;Zalaegerszeg;1080;340;159
Zalakaros;város;Zala;Nagykanizsa;1717;1936;1034
Zalakomár;nagyközség;Zala;Nagykanizsa;5488;2960;1052
Zalaköveskút;község;Zala;Keszthely;227;24;26
Zalalövő;város;Zala;Zalaegerszeg;5264;3027;1257
Zalameggyes;község;Veszprém;Sümeg;256;43;38
Zalamerenye;község;Zala;Nagykanizsa;1399;188;141
Zalasárszeg;község;Zala;Nagykanizsa;304;117;57
Zalaszabar;község;Zala;Nagykanizsa;1695;518;241
Zalaszántó;község;Zala;Keszthely;3772;949;512
Zalaszegvár;község;Veszprém;Sümeg;684;135;65
Zalaszentbalázs;község;Zala;Nagykanizsa;2099;796;342
Zalaszentgrót;város;Zala;Zalaszentgrót;7464;6552;2854
Zalaszentgyörgy;község;Zala;Zalaegerszeg;983;399;156
Zalaszentiván;község;Zala;Zalaegerszeg;1310;1005;407
Zalaszentjakab;község;Zala;Nagykanizsa;700;292;151
Zalaszentlászló;község;Zala;Zalaszentgrót;1966;848;346
Zalaszentlőrinc;község;Zala;Zalaegerszeg;489;274;124
Zalaszentmárton;község;Zala;Keszthely;497;56;43
Zalaszentmihály;község;Zala;Zalaegerszeg;2083;938;463
Zalaszombatfa;község;Zala;Lenti;589;47;39
Zaláta;község;Baranya;Sellye;2183;215;131
Zalatárnok;község;Zala;Zalaegerszeg;2594;650;341
Zalaújlak;község;Zala;Nagykanizsa;965;109;80
Zalavár;község;Zala;Keszthely;3106;853;411
Zalavég;község;Zala;Zalaszentgrót;1211;355;216
Zalkod;község;Borsod-Abaúj-Zemplén;Sárospatak;1020;195;130
Zamárdi;város;Somogy;Siófok;4514;2424;1600
Zámoly;község;Fejér;Székesfehérvár;4850;2145;839
Zánka;község;Veszprém;Balatonfüred;1956;794;460
Zaránk;község;Heves;Heves;1453;410;300
Závod;község;Tolna;Bonyhád;1291;276;141
Zebecke;község;Zala;Lenti;445;72;41
Zebegény;község;Pest;Szob;971;1197;586
Zemplénagárd;község;Borsod-Abaúj-Zemplén;Cigánd;2910;782;381
Zengővárkony;község;Baranya;Pécsvárad;1670;393;171
Zichyújfalu;község;Fejér;Gárdony;1082;921;282
Zics;község;Somogy;Tab;1501;330;165
Ziliz;község;Borsod-Abaúj-Zemplén;Edelény;925;351;134
Zimány;község;Somogy;Kaposvár;1297;560;198
Zirc;város;Veszprém;Zirc;3740;6960;2739
Zók;község;Baranya;Szentlőrinc;893;313;113
Zomba;község;Tolna;Bonyhád;5729;2042;853
Zubogy;község;Borsod-Abaúj-Zemplén;Putnok;1143;550;227
Zsadány;község;Békés;Sarkad;6584;1726;726
Zsáka;nagyközség;Hajdú-Bihar;Berettyóújfalu;7876;1554;731
Zsámbék;város;Pest;Budakeszi;3366;5276;1830
Zsámbok;község;Pest;Gödöllő;2336;2297;999
Zsana;község;Bács-Kiskun;Kiskunhalas;8793;751;424
Zsarolyán;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;639;364;156
Zsebeháza;község;Győr-Moson-Sopron;Csorna;465;134;66
Zsédeny;község;Vas;Sárvár;643;190;99
Zselickisfalud;község;Somogy;Kaposvár;2607;241;113
Zselickislak;község;Somogy;Kaposvár;1039;308;131
Zselicszentpál;község;Somogy;Kaposvár;1034;407;152
Zsennye;község;Vas;Szombathely;502;90;60
Zsira;község;Győr-Moson-Sopron;Sopron;1466;831;253
Zsombó;nagyközség;Csongrád;Mórahalom;2690;3353;1405
Zsujta;község;Borsod-Abaúj-Zemplén;Gönc;673;152;89
Zsurk;község;Szabolcs-Szatmár-Bereg;Záhony;1517;743;288
